product_id,Revenue,Profit,Orders,Quantity,product_name,category,sub_category,Cumulative_Revenue,Cumulative_Revenue_Pct,Revenue_Share_Pct,Is_Top20_Pct,Rank
FUR-BO-10004911,1095.0,21.2676,2,9,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,98698.0,7.7,0.0855,True,70
FUR-CH-10003774,1091.0,-174.6816,4,16,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,99789.0,7.79,0.0852,True,71
TEC-MA-10003330,1089.0,65.07,2,9,"Panasonic Receipt Printer, Wireless",Technology,Machines,100878.0,7.87,0.085,True,72
OFF-STA-10000298,1088.0,173.58,6,22,"Stanley Canvas, Blue",Office Supplies,Art,101966.0,7.96,0.0849,True,73
FUR-CH-10003199,1088.0,75.46640000000001,3,12,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,103054.0,8.04,0.0849,True,74
FUR-CH-10000422,1083.0,12.738599999999991,4,14,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,104137.0,8.13,0.0845,True,75
OFF-ST-10003641,1078.0,231.18599999999998,5,20,"Fellowes Trays, Wire Frame",Office Supplies,Storage,105215.0,8.21,0.0841,True,76
FUR-CH-10003581,1073.0,200.0256,2,3,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,106288.0,8.3,0.0838,True,77
FUR-CH-10002653,1071.0,0.0,4,14,"Office Star Rocking Chair, Adjustable",Furniture,Chairs,107359.0,8.38,0.0836,True,78
FUR-CH-10003733,1071.0,80.256,4,24,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,108430.0,8.46,0.0836,True,79
TEC-PH-10001079,1071.0,42.8364,3,12,Polycom SoundPoint Pro SE-225 Corded phone,Technology,Phones,109501.0,8.55,0.0836,True,80
FUR-CH-10004331,1069.0,206.3772,3,9,"SAFCO Rocking Chair, Red",Furniture,Chairs,110570.0,8.63,0.0834,True,81
OFF-ST-10002539,1058.0,159.381,4,21,"Fellowes Shelving, Single Width",Office Supplies,Storage,111628.0,8.71,0.0826,True,82
TEC-CO-10000917,1058.0,156.87912,2,6,"Hewlett Copy Machine, Color",Technology,Copiers,112686.0,8.8,0.0826,True,83
TEC-PH-10000705,1050.0,148.06799999999998,3,15,"Apple Headset, Cordless",Technology,Phones,113736.0,8.88,0.082,True,84
FUR-CH-10003692,1048.0,173.583,3,12,"SAFCO Swivel Stool, Set of Two",Furniture,Chairs,114784.0,8.96,0.0818,True,85
TEC-CO-10003516,1048.0,32.8455,3,9,"Sharp Ink, High-Speed",Technology,Copiers,115832.0,9.04,0.0818,True,86
FUR-BO-10004541,1044.0,134.9412,2,3,"Dania Library with Doors, Mobile",Furniture,Bookcases,116876.0,9.12,0.0815,True,87
FUR-CH-10001423,1042.0,138.832,4,13,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,117918.0,9.2,0.0813,True,88
OFF-FEL-10004665,1037.0,269.4,3,5,"Fellowes Lockers, Blue",Office Supplies,Storage,118955.0,9.28,0.0809,True,89
OFF-ST-10004377,1019.0,181.176,2,8,"Rogers File Cart, Single Width",Office Supplies,Storage,119974.0,9.36,0.0795,True,90
TEC-PH-10004559,1016.0,67.6875,2,10,"Nokia Speaker Phone, with Caller ID",Technology,Phones,120990.0,9.44,0.0793,True,91
OFF-AP-10000576,1016.0,108.882,3,10,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances,122006.0,9.52,0.0793,True,92
TEC-AC-10000861,1016.0,162.6,3,4,"SanDisk Router, Erganomic",Technology,Accessories,123022.0,9.6,0.0793,True,93
TEC-PH-10002647,1015.0,113.11999999999999,5,24,"Nokia Headset, VoIP",Technology,Phones,124037.0,9.68,0.0792,True,94
FUR-HON-10001558,1014.0,202.986,4,7,"Hon Swivel Stool, Black",Furniture,Chairs,125051.0,9.76,0.0791,True,95
FUR-CH-10004339,1009.0,49.54379999999999,4,14,"SAFCO Steel Folding Chair, Red",Furniture,Chairs,126060.0,9.84,0.0788,True,96
FUR-CH-10003817,1008.0,142.739,5,19,"Global Value Steno Chair, Gray",Furniture,Chairs,127068.0,9.92,0.0787,True,97
TEC-PH-10004586,1008.0,0.0,2,4,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,128076.0,10.0,0.0787,True,98
FUR-FU-10002829,1007.0,10.407500000000006,6,23,"Deflect-O Clock, Black",Furniture,Furnishings,129083.0,10.08,0.0786,True,99
TEC-AC-10003217,1004.0,125.39999999999999,4,14,"Enermax Keyboard, USB",Technology,Accessories,130087.0,10.15,0.0784,True,100
FUR-BO-10004914,1003.0,220.71,2,7,"Bush 3-Shelf Cabinet, Traditional",Furniture,Bookcases,131090.0,10.23,0.0783,True,101
TEC-PH-10002018,1002.0,136.74,3,7,"Samsung Audio Dock, VoIP",Technology,Phones,132092.0,10.31,0.0782,True,102
TEC-PH-10003784,999.0,-100.6345,3,10,"Motorola Signal Booster, with Caller ID",Technology,Phones,133091.0,10.39,0.078,True,103
FUR-FU-10003217,995.0,171.09300000000002,2,10,"Tenex Frame, Durable",Furniture,Furnishings,134086.0,10.47,0.0777,True,104
TEC-MA-10002874,995.0,194.20499999999998,2,9,"Epson Receipt Printer, Wireless",Technology,Machines,135081.0,10.54,0.0777,True,105
OFF-ST-10001346,993.0,88.88,4,12,"Smead File Cart, Industrial",Office Supplies,Storage,136074.0,10.62,0.0775,True,106
TEC-MA-10000331,985.0,-128.466,3,12,"Okidata Printer, White",Technology,Machines,137059.0,10.7,0.0769,True,107
OFF-AR-10000319,984.0,174.024,5,19,"Binney & Smith Canvas, Fluorescent",Office Supplies,Art,138043.0,10.77,0.0768,True,108
TEC-PH-10004200,983.0,186.8358,3,6,"Motorola Audio Dock, Full Size",Technology,Phones,139026.0,10.85,0.0767,True,109
FUR-CH-10001146,981.0,24.740300000000005,6,21,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,140007.0,10.93,0.0766,True,110
FUR-CH-10002547,979.0,-55.74,4,19,"Office Star Steel Folding Chair, Red",Furniture,Chairs,140986.0,11.0,0.0764,True,111
FUR-FU-10001477,978.0,166.05,3,9,"Deflect-O Frame, Erganomic",Furniture,Furnishings,141964.0,11.08,0.0763,True,112
OFF-BI-10001621,977.0,150.942,7,23,"Cardinal Binding Machine, Economy",Office Supplies,Binders,142941.0,11.16,0.0763,True,113
TEC-CO-10002916,976.0,71.94,2,7,"Hewlett Ink, Color",Technology,Copiers,143917.0,11.23,0.0762,True,114
FUR-BO-10000087,970.0,198.18,4,10,"Sauder Corner Shelving, Pine",Furniture,Bookcases,144887.0,11.31,0.0757,True,115
TEC-PH-10004162,965.0,22.558500000000002,2,9,"Samsung Speaker Phone, Cordless",Technology,Phones,145852.0,11.38,0.0753,True,116
TEC-PH-10001619,965.0,-3.7851,4,7,"Cisco Signal Booster, Full Size",Technology,Phones,146817.0,11.46,0.0753,True,117
OFF-BI-10004589,963.0,38.4648,4,22,"Avery Binding Machine, Economy",Office Supplies,Binders,147780.0,11.53,0.0752,True,118
OFF-AR-10001291,958.0,305.13,6,20,"Sanford Canvas, Fluorescent",Office Supplies,Art,148738.0,11.61,0.0748,True,119
TEC-AC-10001187,958.0,-3.0299999999999967,4,14,"Memorex Keyboard, USB",Technology,Accessories,149696.0,11.68,0.0748,True,120
TEC-PH-10001963,958.0,161.628,2,8,"Nokia Speaker Phone, Full Size",Technology,Phones,150654.0,11.76,0.0748,True,121
TEC-PH-10003927,957.0,233.42759999999998,3,7,"Nokia Audio Dock, with Caller ID",Technology,Phones,151611.0,11.83,0.0747,True,122
FUR-CH-10000026,952.0,-65.0688,3,8,"SAFCO Rocking Chair, Black",Furniture,Chairs,152563.0,11.91,0.0743,True,123
OFF-ST-10002555,952.0,142.752,2,8,"Eldon Lockers, Industrial",Office Supplies,Storage,153515.0,11.98,0.0743,True,124
FUR-CH-10001270,949.0,103.5,4,14,Harbour Creations Steel Folding Chair,Furniture,Chairs,154464.0,12.06,0.0741,True,125
TEC-CO-10002380,948.0,75.75,2,5,"Canon Fax and Copier, High-Speed",Technology,Copiers,155412.0,12.13,0.074,True,126
TEC-AC-10001082,946.0,56.44,4,17,"Enermax Keyboard, Bluetooth",Technology,Accessories,156358.0,12.2,0.0738,True,127
TEC-PH-10002574,942.0,216.60000000000002,3,10,"Cisco Speaker Phone, Cordless",Technology,Phones,157300.0,12.28,0.0735,True,128
TEC-PAN-10002884,936.0,65.52,2,3,"Panasonic Inkjet, Wireless",Technology,Machines,158236.0,12.35,0.0731,True,129
FUR-CH-10003061,936.0,-11.6987,4,13,"Global Leather Task Chair, Black",Furniture,Chairs,159172.0,12.42,0.0731,True,130
FUR-BO-10003887,935.0,-46.013400000000004,2,6,"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,160107.0,12.5,0.073,True,131
TEC-AC-10004659,935.0,175.176,3,16,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,161042.0,12.57,0.073,True,132
FUR-FU-10000308,932.0,205.19400000000002,3,15,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,161974.0,12.64,0.0727,True,133
TEC-PH-10002456,925.0,35.3115,2,7,"Cisco Speaker Phone, Cordless",Technology,Phones,162899.0,12.71,0.0722,True,134
FUR-FU-10003394,924.0,52.46999999999999,3,15,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,163823.0,12.79,0.0721,True,135
OFF-ST-10004267,924.0,-92.664,2,8,"Smead File Cart, Single Width",Office Supplies,Storage,164747.0,12.86,0.0721,True,136
TEC-PH-10004297,917.0,100.8,2,7,"Motorola Speaker Phone, Full Size",Technology,Phones,165664.0,12.93,0.0716,True,137
TEC-CO-10003992,911.0,63.629999999999995,2,7,"HP Ink, Color",Technology,Copiers,166575.0,13.0,0.0711,True,138
TEC-AC-10004562,906.0,-2.8187999999999995,4,22,"Enermax Flash Drive, Programmable",Technology,Accessories,167481.0,13.07,0.0707,True,139
FUR-CH-10002965,905.0,170.833,2,5,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,168386.0,13.14,0.0706,True,140
TEC-PH-10000494,895.0,108.465,2,8,"Apple Speaker Phone, Cordless",Technology,Phones,169281.0,13.21,0.0699,True,141
TEC-PH-10004042,891.0,66.7758,2,7,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,170172.0,13.28,0.0695,True,142
TEC-PH-10003102,890.0,35.519999999999996,2,8,"Samsung Audio Dock, with Caller ID",Technology,Phones,171062.0,13.35,0.0695,True,143
TEC-AC-10000957,883.0,-23.584000000000007,3,18,"Logitech Memory Card, Bluetooth",Technology,Accessories,171945.0,13.42,0.0689,True,144
TEC-PH-10000441,882.0,156.2276,2,8,VTech DS6151,Technology,Phones,172827.0,13.49,0.0688,True,145
TEC-SHA-10004874,882.0,185.04,2,3,"Sharp Fax Machine, High-Speed",Technology,Copiers,173709.0,13.56,0.0688,True,146
FUR-CH-10004312,877.0,120.27,5,21,"Hon Bag Chairs, Set of Two",Furniture,Chairs,174586.0,13.63,0.0685,True,147
FUR-CH-10003535,872.0,11.586199999999998,4,17,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,175458.0,13.7,0.0681,True,148
OFF-AP-10003779,871.0,145.236,2,5,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,176329.0,13.76,0.068,True,149
FUR-SAU-10003928,870.0,130.62,2,2,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,177199.0,13.83,0.0679,True,150
FUR-TA-10002797,868.0,23.4465,2,3,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,178067.0,13.9,0.0678,True,151
OFF-ST-10002756,866.0,-71.7143,2,7,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,178933.0,13.97,0.0676,True,152
FUR-BO-10004699,864.0,0.0,2,6,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,179797.0,14.03,0.0674,True,153
TEC-PH-10002296,856.0,-19.560000000000002,2,12,"Nokia Headset, Full Size",Technology,Phones,180653.0,14.1,0.0668,True,154
FUR-CH-10004584,856.0,213.0156,2,12,"Office Star Steel Folding Chair, Set of Two",Furniture,Chairs,181509.0,14.17,0.0668,True,155
TEC-CO-10002062,855.0,-142.62,2,10,"Brother Personal Copier, Digital",Technology,Copiers,182364.0,14.23,0.0667,True,156
OFF-TEN-10000433,853.0,152.274,4,5,"Tenex Lockers, Wire Frame",Office Supplies,Storage,183217.0,14.3,0.0666,True,157
OFF-ST-10001370,852.0,42.588,2,12,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,184069.0,14.37,0.0665,True,158
FUR-BO-10004806,852.0,110.562,2,8,"Safco Corner Shelving, Traditional",Furniture,Bookcases,184921.0,14.43,0.0665,True,159
OFF-AR-10003629,852.0,127.8,3,15,"Boston Canvas, Water Color",Office Supplies,Art,185773.0,14.5,0.0665,True,160
FUR-CH-10001756,850.0,215.292,3,23,"Novimex Bag Chairs, Adjustable",Furniture,Chairs,186623.0,14.57,0.0663,True,161
OFF-HAM-10004122,850.0,25.47,2,3,"Hamilton Beach Microwave, Silver",Office Supplies,Appliances,187473.0,14.63,0.0663,True,162
TEC-PH-10001732,848.0,152.7,2,5,"Samsung Audio Dock, Cordless",Technology,Phones,188321.0,14.7,0.0662,True,163
TEC-CO-10001410,846.0,25.2,2,6,"Canon Personal Copier, High-Speed",Technology,Copiers,189167.0,14.77,0.066,True,164
OFF-SME-10003752,846.0,-42.552,4,7,"Smead File Cart, Single Width",Office Supplies,Storage,190013.0,14.83,0.066,True,165
FUR-CH-10004572,846.0,153.32,3,8,"Harbour Creations Bag Chairs, Red",Furniture,Chairs,190859.0,14.9,0.066,True,166
OFF-AR-10000727,844.0,202.46999999999997,4,17,"Stanley Canvas, Easy-Erase",Office Supplies,Art,191703.0,14.96,0.0659,True,167
OFF-ST-10000486,840.0,279.36,3,15,"Rogers Trays, Industrial",Office Supplies,Storage,192543.0,15.03,0.0656,True,168
OFF-ST-10000619,840.0,-26.351999999999997,2,10,"Eldon Lockers, Wire Frame",Office Supplies,Storage,193383.0,15.09,0.0656,True,169
OFF-ST-10002615,837.0,148.8576,2,6,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,194220.0,15.16,0.0653,True,170
TEC-APP-10001389,835.0,125.1,4,5,"Apple Audio Dock, with Caller ID",Technology,Phones,195055.0,15.22,0.0652,True,171
FUR-BO-10000402,834.0,87.696,2,6,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,195889.0,15.29,0.0651,True,172
TEC-PH-10003613,832.0,66.8766,2,7,"Apple Signal Booster, VoIP",Technology,Phones,196721.0,15.35,0.0649,True,173
FUR-CH-10000663,831.0,73.689,2,11,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,197552.0,15.42,0.0649,True,174
OFF-BI-10001820,831.0,-8.399999999999999,6,17,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,198383.0,15.48,0.0649,True,175
OFF-BI-10000341,829.0,148.8,4,16,"Ibico Binding Machine, Recycled",Office Supplies,Binders,199212.0,15.55,0.0647,True,176
OFF-ST-10002900,827.0,17.619000000000003,3,11,"Smead Lockers, Wire Frame",Office Supplies,Storage,200039.0,15.61,0.0646,True,177
OFF-ST-10004367,827.0,178.512,3,15,"Rogers Trays, Blue",Office Supplies,Storage,200866.0,15.68,0.0646,True,178
TEC-MA-10002871,826.0,255.99,3,7,"Panasonic Receipt Printer, Red",Technology,Machines,201692.0,15.74,0.0645,True,179
OFF-ST-10001025,825.0,219.108,6,18,"Tenex Trays, Single Width",Office Supplies,Storage,202517.0,15.81,0.0644,True,180
FUR-BO-10001155,819.0,21.0555,2,6,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,203336.0,15.87,0.0639,True,181
OFF-CAR-10004661,818.0,143.409,5,17,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,204154.0,15.93,0.0638,True,182
OFF-ST-10001186,817.0,36.40079999999999,2,19,"Rogers Trays, Industrial",Office Supplies,Storage,204971.0,16.0,0.0638,True,183
OFF-CAR-10001577,817.0,206.778,6,17,"Cardinal Binding Machine, Economy",Office Supplies,Binders,205788.0,16.06,0.0638,True,184
TEC-AC-10000844,816.0,217.5744,2,11,Logitech Gaming G510s - Keyboard,Technology,Accessories,206604.0,16.13,0.0637,True,185
TEC-MA-10003607,816.0,19.128,2,8,"Okidata Receipt Printer, Red",Technology,Machines,207420.0,16.19,0.0637,True,186
TEC-AC-10004897,814.0,82.59,3,13,"Logitech Keyboard, Programmable",Technology,Accessories,208234.0,16.25,0.0635,True,187
TEC-CO-10001177,812.0,152.93292,2,7,"HP Fax and Copier, Color",Technology,Copiers,209046.0,16.32,0.0634,True,188
OFF-SU-10001407,812.0,134.4024,4,20,"Fiskars Trimmer, Easy Grip",Office Supplies,Supplies,209858.0,16.38,0.0634,True,189
FUR-CH-10002084,812.0,140.2086,2,7,Hon Mobius Operator's Chair,Furniture,Chairs,210670.0,16.44,0.0634,True,190
FUR-BO-10001753,811.0,65.235,3,11,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,211481.0,16.51,0.0633,True,191
FUR-BO-10004459,810.0,-10.187999999999999,2,9,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,212291.0,16.57,0.0632,True,192
FUR-CH-10000258,807.0,31.067999999999998,3,9,"Office Star Steel Folding Chair, Red",Furniture,Chairs,213098.0,16.63,0.063,True,193
OFF-ST-10001460,803.0,245.00400000000002,5,17,"Smead Trays, Industrial",Office Supplies,Storage,213901.0,16.7,0.0627,True,194
OFF-ST-10000704,802.0,181.269,3,7,"Rogers File Cart, Blue",Office Supplies,Storage,214703.0,16.76,0.0626,True,195
TEC-PH-10002565,801.0,91.72200000000001,2,5,"Apple Audio Dock, with Caller ID",Technology,Phones,215504.0,16.82,0.0625,True,196
